"X1385" "X1918" "X1799" "X0440" "X1371" "X1976" "X0339" "X1419" "X1358" "X0843" "X0180" "X1421" "X0791" "X1952" "X1403" "X1958" "X1860" "X1382" "X1942" "X1869" "X0859" "X0915" "X2114" "X0543" "X1436" "X1886" "X0197" "X0692" "X0134" "X1787" "X1915" "X1368" "X0159" "X2092" "X1962" "X1632" "X0343" "X1437" "X0174" "X0849" "X0396" "X0153" "X0144" "X0720" "X1416" "X1443" "X1511" "X0187" "X1937" "X1414" "X0208" "X0761" "X1445" "X1940" "X0196" "X1927" "X1633" "X1963" "X1916" "X1377" "X0805" "X1925" "X1514" "X1392" "X1360" "X0456" "X0122" "X0167" "X1441" "X0471" "X1379" "X1401" "X0243" "X0753" "X0194" "X0792" "X1929" "X2049" "X2121" "X0264" "X1389" "X0211" "X1859" "X0155" "X1973" "X0736" "X1423" "X1939" "X1730" "X0828" "X1619" "X1904" "X0126" "X1376" "X1363" "BD" "X0073" "X1470" "X1381" "X1923" "X1373" "X1370" "X1919" "X1624" "X1815" "X1889" "X1418" "X1914" "X1993" "X0694" "X1528" "X1424" "X0987" "X1345" "X0806" "X1933" "X0660" "X1515" "X1405" "X0125" "X1951" "X0124" "X1906" "X0347" "X1744" "X1922" "X1420" "X1921" "X1433" "X1456" "X1397" "X1971" "X1887" "X1935" "X0686" "X1924" "X1677" "X1432" "X0147" "X1992" "X1413" "X1965" "X0668" "X1417" "X1390" "X1991" "X1926" "X1902" "X1967" "X0989" "X0363" "X1913" "X0219" "X1842" "X1974" "X1943" "X1378" "X2009" "X1941" "X0434" "X0190" "X1398" "X1427" "X1395" "X1762" "X1426" "X1415" "X0280" "X1328" "X0380" "X1425" "X0173" "X1769" "X0433" "X0177" "X1931" "X1972" "X0014" "X0820" "X1430" "X1716" "X1702" "X1806" "X0148" "X1625" "X1938" "X1464" "X1374" "X1920" "X1606" "X1391" "X1805" "X1444" "X1861" "X1375" "X1440" "X1384" "X0175" "X0207" "X0262" "X0170" "X1409" "X1961" "X1636" "X1959" "X1905" "X1955" "X0123" "X0233" "X1411" "X0165" "X0025" "X1970" "X2113" "X0172" "X3916" "X1934" "X0154" "X0882" "X2010" "X1932" "X0617" "X1465" "X0956" "X1429" "X1953" "X1956" "X0176" "X0967" "X0340" "X1917" "X1960" "X1966" "X1393" "X1410" "X0135" "X0150" "X1359" "X1431" "X1994" "X0214" "X1380" "X0146" "X1412" "X1386" "X1930" "X1406" "X1598" "X1394" "X0487" "X2115" "X1936" "X0510" "X1471" "X0072" "X0265" "X2046" "X0191" "X1950" "X1786" "X1888" "X1643" "X1890" "X1346" "X0152" "X1978" "X0149" "X1717" "X1954" "X1912" "X0182" "X1964" "X1442" "X1968" "X0157" "X1428" "X2122" "X0419" "X0893" "X1777" "X1627" "X1798" "X0127" "X0013" "X0851" "X0702" "X1928" "X1396" "X3915" "X0142" "X1388" "X3919" "X1896" "X1808" "X0769" "X1408" "X1332" "X1969"
"1937" 0 0.0108905328876794 -0.015338801006581 0 0 0.0342015190824851 0 0 0 0 0 0 0 0.00809864737015407 0 0.0125178609583763 -0.00144454604922933 0 0.027387553509628 0 0 0 0 0 0 -0.0168630107013893 0 0 0 -0.00482293273926155 0 0 0 0 0.0527686781109712 -0.00548370413202445 0 0 0 0 0 0 0 0 0 0 0.00869688085658269 0 0 0 0 0 0 0.0220662491267435 0 0.0150053890993676 -0.0106729325326874 0.0441493623991705 0.00347002409773921 0 0 0.00588132607591144 0.00463456380475424 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00760333785729694 0 0 0 0 0 -0.0153047344757235 0 0.0226438645751144 0 0 0.00885113939980874 0 0 0 0 0 0 0 0 0 0 0 0.0188900237684726 0 0 0.00559949440116426 -0.00330633246718015 0 0 0 0 0 0 0 0 0 0 0 0.0135883612578513 0 0.00230913909169342 0 0 0.0273889289128766 0 0.0151130299742721 0 0 0.0209354944090637 0 0.00648918930510734 0 0.00153098922934693 0 0.0325884328605459 -0.00254059856711437 0.00697165222252368 0 0.0172744448875729 0 0 0 0 0 0.0430429100555829 0 0 0 0 0.0216804057221058 0.000228392430537127 0 0 0 0 0 0 0.0189846759555065 0.0267386472299433 0 0 0.0279615634028376 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0232309656718239 0.0295504038515024 0 0 0 0 0 0 0 -0.00212712517778913 0.0393652953880027 0 0 0.00660755888206351 0 0 -0.0155022810619362 0 0 0 0 0 0 0 0 0 0 0.0404910667720666 -0.0113587645762301 0.0173657937846165 0 0.033908967777244 0 0 0 0 0 0.0365552980541691 0 0 0 0.020588439426425 0 0 0 0.0419672086587832 0 0 0 0 0.013439836488551 0.00733708094259319 0 0 0 0.00226370490159645 0.0106369540296295 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00423348378130514 0 0 0 0 0 0.031818395786776 0 0 0 0 0 0 0.0233831019767915 -0.00434265002801621 -0.00831585821911627 -0.00391003625383057 -0.00503855757812121 0 0 0 0 -0.000840077706842947 0.0225672955562255 0.0043632222389147 0 0.0286330159939314 0 0.00133946603487094 0 0 0 0 0 -0.00930973694181628 -0.00261097421557745 -0.0104427524246493 0 0 0 0 0.0098582375086698 0 0 0 0 0 0 -0.00178841993769363 0 0 0 0.0142193411339969
"1414" 0.00846418971703098 0 0 0 0.00596554453044085 0 0 0.0204693959400662 0 0 0 0.014498549191498 0 0 0.0165415082993524 0 0 0.00713672900768463 0 0 0 0 0 0 0.00732990959158806 0 0 0 0 0 0 0.00534786546234775 0 0 0 0 0 0 0 0 0 0 0 0 0.0264141821471509 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0230104842527336 0 0 0 0.00546267931441339 0 0 0 0 0 0 0.0176182958231998 0.0175236541676082 0 0 0 0 0 0 0 0 0.0160240326287906 0 0 0 0 0 0.00113157661711651 0 0 0 0 0 0 0.0161096299005298 0 0 0 0 0.0168748417474472 0 0.0140717031491169 0.0139531359850297 0 0 0 0 0 0 0 0 0 0.0147408781985384 0 0 0 0 0 0 0.011454802043117 0 0 0 0 0 0 0 0.00281744291084812 0 0 0 0.0265920565011176 0 0 0 0 0 0 0.0356045933105837 0 0 0.0100943026722648 0 0 0.00483820502463774 0 0 0 0 0 0 0 0 0 0 0 0 0.0182956513492684 0 0 0 0 0 0.000449520480768444 0.0273271199289435 0 0.0322692146674171 0.00408037815730715 0 0 0 0 0 0 0 0 0 0 0 0 0.0248611958589878 0 0 0 0 0 0 0 0.024986543341174 0 0 0.0275836179189827 0 0 0 0.0147700592596565 0 0.0152621828551478 0 0 0 0 0.0248883820434363 0 0 0 0 0 0 0 0.00835262644965921 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0110566118125751 0 0 0 0 0 0 0 0 0.017857314256334 0.0154077327973805 0 0 0 0.027477621565819 0 0 0.0142576296142179 0 0.0275432381374196 0.0126775736436261 0 0.00602789490403555 0 0.0159313027368362 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0301477031371114 0 0 0 0 0 0 0 0 0 0 0 0.0280257205415923 0 0 0.0159504847076747 0 0 0 0 0.0327672539762324 0 0
"0208" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"0761" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1445" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0014060884223863 0 0 0 0 0 0 0 0 0 0 0 0 -0.0189343877590823 0 0 0 0 0 0 0 0 0 0.00106852966941943 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.118216729026206 0 0 0.00156609853227834 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0272526189833849 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0024029551557369 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1940" 0 0.00225287616420447 -0.00339143175724294 0 0 0.00230635061468147 0 0 0 0 0 0 0 0.00734531502270426 0 0.0109490916187063 0 0 0.0160487339129654 0 0 0 0 0 0 -0.00787113757991865 0 0 0 -0.000256289066668365 0 0 0 0 0.0258063494537999 -0.00298763283483665 0 0 0 0 0 0 0 0 0 0 0.00324306611856622 0 0.0109696686177163 0 0 0 0 0 0 0.00124169946541566 0 0 0 0 0 0 0.00246513025026564 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00357510082954909 0 0 0 0 0 -0.00629162579653601 0 0.00889509458656784 0 0 0.00782194535387866 0 0 0 0.0101542040376521 0 0 0 0 0 0 0 0.0330237957781203 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0138019785958306 0 0 0 0 0.018182884520883 0 0.0093767360684288 0 0 0.0192581557442373 0 0.00991636422131324 0 0 0 0.0213674319248748 0 0 0 0 0 0 0 0 0 0.0443845568788374 0 0 0 0 0.00864737272612764 0 0 0 0 0 0 0 0.00831155494043931 0.0244790536827582 0 0 0.0151188173521324 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0106260774235489 0.0243265903438471 0 0 0 0 0 0 0 0 0.00767718709406599 0 0 0.00811713221437942 0 0 -0.00133676164319345 0 0 0 0 0 0 0 0 0 0 0.035620579911946 0 0.00973291532714827 0.0417275412135857 0.00831182674245878 0 0 0 0 0 0.0246002760006615 0 0 0 0 0 0 0 0.0404414193921198 0 0 0 0 0.00980281127149345 9.78703345964205e-05 0 0 0 0 0.0145158058029361 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0257269848528456 0 0 0 0 0 0.0220266525133686 0 0 0 0 0 0 0.023372708690787 -0.00335597646303007 -0.00249418998539481 -0.00122293950879918 -0.00302140049721234 0 0 0 0 0 0.0214789748886237 0 0 0.0297036581864665 0 0 0 0 0 0 0 -0.00107212746028573 0 -0.00275425414825418 0 0 0 0 0.0083031518938092 0 0 0 0 0 0 0 0 0 0 0.00841630720464149
"0196" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1927" 0 0.00375223930969789 -0.00477046060528275 0 0 0.00703507776334038 0 0 0 0 0 0 0 0.0118356184139243 0 0.0146601908389589 -0.00336293366818827 0 0.0296682717610184 0 0 0 0 0 0 -0.0119988235699461 0 0 0 -0.00155735422716945 0 0 0 0 0.0200087592767959 -0.00542944879216499 0 0 0 0 0 0 0 0 0 0 0.00949850774231177 0 0.0160970486785575 0 0 0 0 0.00494562507593888 0 0 -0.00814824727296289 0.0115631868267327 0 0 0 0.0132284576449183 0.00311262064819908 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00579759355515114 0 0 0 0 0 -0.0109802152157129 0 0.0117412957820546 0 0 0.011921754559366 0 0 0 0.0376099759850283 0 0 0 0 0 0 0 0.0282985213451833 0 0 0.000861069132660391 -0.000963737674487203 0 0 0 0 0 0 0 0 0 0 0 0.0233695164597494 0 9.73735723751726e-05 0 0 0.0093254893171027 0 0.0152789338204742 0 0 0.0224934913368487 0 0.012897074416676 0 0 0 0.0297498612363615 -0.00442169694764466 0.00094008674586575 0 0.0164603938806121 0 0 0 0 0 0.0495876002251559 0 0 0 0 0.0157004072572418 0 0 0 0 0 0 0 0.0163355644501151 0.0331463003971058 0 0 0.00608641350744775 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0108829974732363 0.0350806254826234 0 0 0 0 0 0 0 0 0.0168247940933924 0 0 0.0100553066129828 0 0 -0.00453764211269177 0 0 0 0 0 0 0 0 0 0 0.0605525659928136 -0.00170525754071641 0.0120418543558478 0.0573542551825015 0.0137687574190473 0 0 0 0 0 0.0224260535886233 0 0 0 0.000998790343354227 0 0 0 0.0368175554570027 0 0 0 0 0.0143322746340713 0.00280956464276532 0 0 0 0 0.0230603824536788 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0243097614698567 0 0 0 0 0 0.0124130016589526 0 0 0 0 0 0 0.0111217530912736 -0.00422107217113037 -0.00695454066493574 -0.0020734255699267 -0.00531676122505149 0 0 0 0 0 0.022546635135925 0 0 0.0165262890362074 0 0 0 0 0 0 0 -0.00958281556110618 0 -0.00425173835736079 0 0 0 0 0.0131879287351202 0 0 0 0 0 0 0 0 0 0 0.0221209442004803
"1633" 0 -0.00170228191062527 0.00279827125490554 0 0 -0.00238397400279862 0 0 0 0 0 0 0 -0.00867318525437299 0 -0.0102467226192854 0.00113205256963428 0 -0.0132137091780309 0 0 0 0 0 0 0.00776642103580728 0 0 0 0.000108898485891246 0 0 0 0 -0.0253647577592354 0.0038262805432415 0 0 0 0 0 0 0 0 0 0 -0.00536855410058738 0 -0.00909091410486291 0 0 0 0 -0.00054712959179376 0 -0.00833459880590465 0 -0.0177902188479886 0 0 0 -0.0089744326386967 -0.00242221090669487 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.00424944455666914 0 0 0 0 0 0.00519846614918958 0 -0.00741519019436575 0 0 -0.00530291496620598 0 0 0 -0.0165554904618354 0 0 0 0 0 0 0 -0.0302930375659781 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0130165860825231 0 0 0 0 -0.00324653429621001 0 -0.00776427008673756 0 0 -0.011853188078567 0 -0.00785436926187369 0 0 0 -0.031786606405336 0.00148631670585325 0 0 -0.00705690473765593 0 0 0 0 0 -0.0296418691135983 0 0 0 0 -0.00796382294136214 0 0 0 0 0 0 0 -0.00611518997524672 -0.017696494479314 0 0 -0.00963084894276716 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0119842234369231 -0.0207065661656556 0 0 0 0 0 0 0 0 -0.00477441620288852 0 0 -0.00545129588907018 0 0 0.00117109326348202 0 0 0 0 0 0 0 0 0 0 -0.038977689026596 0 -0.00717006923592638 -0.0380024527560649 -0.00329630181488904 0 0 0 0 0 -0.0106795917279619 0 0 0 0 0 0 0 -0.0215190120619341 0 0 0 0 -0.00962557325804589 0 0 0 0 0 -0.0149966071209937 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0189138609938473 0 0 0 0 0 -0.00344570898162733 0 0 0 0 0 0 -0.0205489143217277 0.00246178125094238 0.00396757619388319 0.000779182138477982 0.00344651948578421 0 0 0 0 0 -0.0147190671185631 0 0 -0.0303987732616952 0 0 0 0 0 0 0 0.00892610034767809 0 0.00183523622862695 0 0 0 0 -0.00902700680856531 0 0 0 0 0 0 0 0 0 0 -0.0154689876919688
"1963" 0.0130814161322185 0.0182347803518974 -0.0343440178950876 0.00704718531472919 0 0 0 6.78772374907476e-05 -0.00127385524441817 0 0 0 0 0.0145634967029432 0 0.000680434875026926 -0.0377170660391982 0.0102950601029975 0 -0.0367348598904193 0 0 0.0286627708742227 0 0 0 0 0 -0.000545234499940944 -0.0331861527874394 0.0161468223906321 0 0 0.0235438430997712 0 -0.0232651989269152 0 -0.0182671530794765 0 0 0 0 0 0 0 -0.0139471350389894 0.017181273363678 -0.000849316684501815 0 0.00755253898337439 0 0 -0.00486891339245285 0.0234065407823454 0 0.0100457215649716 -0.0241774613127374 0 0.0224330158213705 0 0 0.00450399979474949 0.0310514132504703 0.0136941500261737 0 0.00184218102246235 0 -0.00442141245118465 -0.012351945240704 0 0 0 -0.00245986446566579 0 0 0 0.00502207179220678 0 0.0198090283564239 0 0 0 0 0 0 0 0.00331896653849233 -0.00736553692560494 -0.0221239145564437 0 -0.0215616518421558 0 0 0.00366781022829586 -0.00370530356496222 -0.00046435305060318 0 0.0297598442596156 0 0 0.00817829186728386 0 0.0396990717103429 -0.0413388101558127 -0.0367786075552135 -0.0418936880865066 0 0.0203317225554297 0 0 0 0.0123065725904878 0 -0.00252294169978683 0 0 0 0.0414903823423582 0 -0.00612502721290459 0 -0.00543621705753413 0 0.00594893704719447 -0.0102148944307108 0 0.00999715799572927 0.0124214873564268 0.00813831596630402 0.0321017181020295 0 0 -0.0344117090765556 0.00952634566329519 0 0 -0.0310940206667683 0 0 0 0 0 0 0.0161436612655813 0 0 0 0.0148638754291384 0.0201970294091594 0 0.00223530350866574 0.0183344975249543 -0.000100894532270822 -0.0307224230582368 0 0 0 0.00827279979570256 0.0184853418771307 0 -0.0185567522773785 0 0.0178068282268703 0 -0.0200480370265104 0 0 -0.00375192489546292 0 0 0 0 -0.0387611842342515 0.00211174633114797 -0.00193654152741306 0 0 0 0 0 -0.0336740173750458 -0.0339851695605529 -0.0455865124907053 0 -0.0397254788808706 -0.00117562655485169 0.0199130714455142 0 0.0213624775909688 -0.0319728132029298 0 -0.0132758398623079 0 -0.0353305709691078 0.01127770149867 -0.00681955279637579 0 0 -0.0185249859715059 0 -0.00541826762272271 0 0 -0.0289799918014738 0.00283110420173231 0 0 0 0 0.00547359226087776 -0.00467549079415185 0 0 0.0355084130319913 0 0 0.0230138518852391 0 0 0.00583121202161547 -0.0164465485275611 0 0.020130486368713 0 0 0 0.0115133073832803 0 0 0 0.0169999799239307 0 0.0190068716923611 0 0 -0.00174011964715984 0 0 0.0151746264280412 0 0 0.022693593831116 0 0 0 -0.0115166972534135 0 0.00951266422974537 0 0 0.0327955143957814 0 0.00406499171267992 0.0266612964592256 0 0 0.00665276210377038 0 -0.00367879096985993 -0.0221574050068455 -0.0153673900679724 -0.03055517746705 -0.0154075086031964 0 0 0 0 -0.0277609178646658 -0.0109842142405363 0.0167208878546617 0 -0.0162125220574421 -0.00692883305544392 0.0197749624282568 0 0 0.0271634852033611 0.00433985495178727 0 -0.011986333701871 -0.0342739606335678 -0.037766252050711 0 0 0 0 0 0 0 0 0.00626423337540114 0 -0.0355744529251541 -0.041655686331248 0 0 0 -8.6627785981908e-05
"1916" 0 0.0108391540214334 -0.00276824487940584 0 0 0.00576918359846778 0 0 0 0 0 0 0 0.014571656397069 0 0.00452182106238489 0 0 0.00585208725455767 0 0 0 0 0 0 -0.00448024414694602 0 0 0 -0.000224508124150577 0 0 0 0 0.0127162800502984 -0.0022344496997868 0 0 0 0 0 0 0 0 0 0 0.00397280902725178 0 0.00220802931625289 0 0 0 0 0.00563424537295276 0 0.00524152608803717 -0.0039250532628822 0.0152680404348865 0 0 0 0.00650861897303292 0.00204902847215324 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00421978300454009 0 0 0 0 0 -0.0047982133866574 0 0.00563479990460244 0 0 0.00538602071765685 0 0 0 0.00127440156721701 0 0 0 0 0 0 0 0.00886698839756026 0 0 0.00659663124464269 0 0 0 0 0 0 0 0 0 0 0 0 0.00851494449012988 0 0 0 0 0.013544774144878 0 0.000157244603553145 0 0 0.00618186659390507 0 0.00288225563081296 0 0 0 0.00596782721644544 0 0.00267104959353548 0 0.00219893425424544 0 0 0 0 0 0.0168102348976235 0 0 0 0 0.00432406210272472 0 0 0 0 0 0 0 0.00370680915282667 0.00404093520407171 0 0 0.00927176244864953 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00147049819446876 0.00920580118029268 0 0 0 0 0 0 0 0 0.00831071076266608 0 0 0.00247419434641694 0 0 -0.000449761624413466 0 0 0 0 0 0 0 0 0 0 0.003649343312905 0 0.00606627182124417 0 4.04105624948881e-05 0 0 0 0 0 0.0133870653418865 0 0 0 0.00190877019727527 0 0 0 0.0120916795651875 0 0 0 0 0.0134778050521015 0.00188038922774335 0 0 0 0.0368404822736401 0.00241139633650372 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00525327371587811 0 0 0 0 0 0 0 0 0 0 0 0 0.0171554086032869 -0.00238369021946068 -0.00212979242480233 -0.00116041544526292 -0.00216468005950473 0 0 0 0 0 0.00839871713928129 0 0 0.0160341058300472 0 0.000640060369035184 0 0 0 0 0 -0.00374948709882129 0 -0.00212991278881159 0 0 0 0 0.00565988919753819 0 0 0 0 0 0 0 0 0 0 0.0103107063531188
"1377" 0.00861129125183684 0 0 0 0.00810045408248949 0 0 0.0246511082532819 0 0 0 0.0205979030873476 0 0 0.0154598531394941 0 0 0.00686487145567897 0 0 0 0 0 0 0.00976426571566539 0 0 0 0 0 0 0.00915435463037851 0 0 0 0 0 0 0 0 0 0 0 0 0.0412149047251145 0 0 0 0 0.0148609260237552 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0067260609633598 0 0 0 0 0 0 0.0248596694935684 0.0112348414183565 0 0 0 0 0 0 0 0 0.0203096996183668 0 0 0 0 0 0.00574081124320814 0 0 0 0 0 0 0.0178434701959747 0 0 0 0 0.0338238274540387 0 0.0424367405999322 0.0176117412436616 0 0 0 0 0 0 0 0 0 0.0170154230367302 0 0 0 0 0 0 0.0124985176697412 0 0 0 0 0 0 0 0.0069543377210376 0 0.00482346969336486 0 0.0380203945574531 0 0 0 0 0 0 0.036763647012666 0 0 0.015337603713384 0 0 0.0078007596755004 0 0 0 0 0 0 0 0 0 0 0 0 0.0275257966274543 0 0 0 0 0.00380502389185305 0.00925226924987852 0.0402213282495393 0 0.0554215613609928 0.0148390295340252 0 0 0 0 0 0 0 0 0 0 0 0 0.0439840444587397 0 0 0 0 0 0 0 0.0443116974045079 0 0 0.0513491751808885 0 0 0 0.0367119332517415 0 0.0207020219277452 0 0 0 0 0.0427031824341086 0 0 0 0 0 0 0 0.0115958001004184 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0364227826551902 0 0 0 0 0 0 0 0 0.0413116002190811 0.0381579192825408 0 0 0 0.0385284729599123 0 0 0.0129804834956271 0 0.0363231536403388 0.0205164512840788 0 0.00595353750679395 0 0.0288433583125036 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0446849582566558 0 0 0 0 0 0 0 0 0 0 0 0.0386421127844774 0 0 0.0175467434957135 0 0 0 0 0.0510559583429108 0 0
"0805" 0 0 0 0 0 0 0 0 0 0 0 0 0.000156638416267887 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
